episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
1,130.0,385,385,1.0,nan,0.8831018070000027,True,False
2,460.0,702,1087,0.2,0.025979158278046685,2.3378675039998598,True,False
3,430.0,506,1593,0.2,0.0279472458362396,4.367588387000069,True,False
4,970.0,746,2339,0.2,0.026538700063435,7.285467742000037,True,False
5,220.0,297,2636,0.2,0.022073146000038832,8.386863804999848,True,False
6,300.0,352,2988,0.2,0.027053494304048152,9.638426228999833,True,False
7,780.0,948,3936,0.2,0.02801536109921314,12.725729130999753,True,False
8,870.0,829,4765,0.2,0.030999516289071563,15.455908429999909,True,False
9,700.0,633,5398,0.2,0.029257221778860622,18.084188451000045,True,False
10,360.0,346,5744,0.2,0.02982288198385002,19.510316584000066,True,False
11,560.0,619,6363,0.2,0.03667548544063874,21.60007414499978,True,False
12,510.0,505,6868,0.2,0.0353393258836751,23.362263341000016,True,False
13,380.0,586,7454,0.2,0.03350792067406112,25.353547140000046,True,False
14,530.0,498,7952,0.2,0.03911078619584441,27.087504500999785,True,False
15,790.0,636,8588,0.2,0.03956013690363967,29.442297640000106,True,False
16,1700.0,945,9533,0.2,0.04272906673811692,33.08839689399974,True,False
17,520.0,512,10045,0.2,0.04215953424682084,34.86073208800008,True,False
18,1840.0,856,10901,0.2,0.041285443694165376,37.68916200600006,True,False
19,470.0,629,11530,0.2,0.043498473244891235,39.800996852000026,True,False
20,380.0,513,12043,0.2,0.043433012266177684,41.69558094700005,True,False
21,630.0,707,12750,0.2,0.043741673911200825,44.61095016199988,True,False
22,740.0,683,13433,0.2,0.043104525129937114,46.91113281399976,True,False
23,490.0,551,13984,0.2,0.04755427953922122,48.777107346999856,True,False
24,1640.0,1074,15058,0.2,0.04390172370702529,52.3594848329999,True,False
25,1330.0,860,15918,0.2,0.04226284504131696,55.72094130000005,True,False
26,1040.0,807,16725,0.2,0.047886268964203275,60.864530020000075,True,False
27,390.0,454,17179,0.2,0.050266882882708995,62.487453778000145,True,False
28,520.0,500,17679,0.2,0.04949810093082488,64.24126993699974,True,False
29,1000.0,1058,18737,0.2,0.0519926892162986,68.06784572800007,True,False
30,440.0,431,19168,0.2,0.04965554780964912,69.90904797999974,True,False
31,1220.0,696,19864,0.2,0.054346583746159555,72.25609180899983,True,False
32,190.0,491,20355,0.2,0.05356683618709689,73.96123111499992,True,False
33,1130.0,1040,21395,0.2,0.05439542552384619,77.41438034299972,True,False
34,950.0,853,22248,0.2,0.05073665134025581,80.67352268700006,True,False
35,370.0,430,22678,0.2,0.049941447119567994,82.52329406999979,True,False
36,530.0,465,23143,0.2,0.045609102443920385,84.17489288099978,True,False
37,1420.0,726,23869,0.2,0.052710694869836934,86.6232340890001,True,False
38,920.0,654,24523,0.2,0.05674303766694263,88.85560073999977,True,False
39,450.0,532,25055,0.2,0.054786734638343514,90.67617627599975,True,False
40,2100.0,839,25894,0.2,0.05577489357840802,94.15437436000002,True,False
41,620.0,662,26556,0.2,0.056738115123372124,97.56342999799972,True,False
42,460.0,470,27026,0.2,0.052790511220407024,99.21116462000009,True,False
43,470.0,614,27640,0.2,0.06329104532306264,101.32746729600012,True,False
44,1250.0,654,28294,0.2,0.05748721111588683,103.56075011699977,True,False
45,250.0,555,28849,0.2,0.05667866891410818,105.7689292529999,True,False
46,350.0,456,29305,0.2,0.05177563702965384,107.79831051500014,True,False
47,480.0,491,29796,0.2,0.05591790554325694,109.505560521,True,False
48,770.0,631,30427,0.2,0.05654510083922725,111.64597008600003,True,False
49,340.0,378,30805,0.2,0.05809274206036016,113.01671435299977,True,False
50,540.0,583,31388,0.2,0.06071791574614097,115.03116523200015,True,False
51,810.0,615,32003,0.2,0.05435453967672158,120.084291441,True,False
52,700.0,850,32853,0.2,0.05978691032235051,122.95959016400002,True,False
53,680.0,578,33431,0.2,0.060467206889168464,124.92917031399975,True,False
54,830.0,747,34178,0.2,0.05972458462524701,127.46633254300014,True,False
55,510.0,558,34736,0.2,0.06460882470543895,129.38519623599996,True,False
56,510.0,512,35248,0.2,0.06012567350262543,131.5439671979998,True,False
57,570.0,491,35739,0.2,0.0672922695788448,133.53261762700004,True,False
58,280.0,373,36112,0.2,0.06508748332395199,134.85443074399973,True,False
59,510.0,470,36582,0.2,0.060723213009281546,136.49476736999986,True,False
60,700.0,521,37103,0.2,0.06471562846205556,138.28960309100012,True,False
61,870.0,819,37922,0.2,0.0642175586576142,141.00345153599983,True,False
62,640.0,696,38618,0.2,0.07071112276686506,143.60835758099984,True,False
63,510.0,452,39070,0.2,0.061170686942945536,145.6120101219999,True,False
64,350.0,485,39555,0.2,0.06892000091038952,147.28312399000015,True,False
65,440.0,469,40024,0.2,0.07460018384696568,148.96349216299996,True,False
66,430.0,524,40548,0.2,0.08568309850365151,150.7713216269999,True,False
67,660.0,450,40998,0.2,0.0722479038439425,152.3399406069998,True,False
68,290.0,398,41396,0.2,0.07493711529299617,153.77536030500005,True,False
69,930.0,861,42257,0.2,0.07309469892968272,157.07556726999974,True,False
70,420.0,491,42748,0.2,0.06202739468071519,158.98074959399992,True,False
71,650.0,641,43389,0.2,0.07221907735220157,161.12992691599993,True,False
72,290.0,325,43714,0.2,0.06788620174529007,162.30774201699978,True,False
73,440.0,468,44182,0.2,0.07598265991188012,163.94280645599974,True,False
74,580.0,595,44777,0.2,0.06422648358865073,165.9806161460001,True,False
75,760.0,606,45383,0.2,0.07325148384475352,168.19167352500017,True,False
76,760.0,693,46076,0.2,0.07183627137678793,173.25655447999998,True,False
77,720.0,801,46877,0.2,0.06814953739289194,175.92748156800008,True,False
