episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
78,480.0,503,46294,0.2,0.06789874625466173,174.0750291219997,True,False
79,240.0,351,46645,0.2,0.07936912918971344,175.7056882959996,True,False
80,950.0,838,47483,0.2,0.07959596141638083,178.76777346699964,True,False
81,380.0,546,48029,0.2,0.07729931068300766,180.6243212309996,True,False
82,420.0,553,48582,0.2,0.07256056098402411,182.5190590899997,True,False
83,460.0,504,49086,0.2,0.07469906610628915,184.2814476239996,True,False
84,740.0,721,49807,0.2,0.06749687803805703,186.8126970809999,True,False
85,690.0,714,50521,0.2,0.07768272243273658,189.83355601699986,True,False
86,810.0,701,51222,0.2,0.07300141314842871,192.18643224199968,True,False
87,320.0,478,51700,0.2,0.06617424835761389,193.84445463899965,True,False
